Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
589050,ChatGPT,624,328,952,Conversation log
589067,ChatGPT,1507,297,1804,Conversation log
589072,ChatGPT,1463,47,1510,Conversation log
589083,GPT-4,573,137,710,Conversation log
589098,GPT-4,474,58,532,Conversation log
589111,ChatGPT,2007,581,2588,Conversation log
589118,GPT-4,1204,234,1438,Conversation log
589151,GPT-4,262,125,387,Conversation log
589192,ChatGPT,1348,245,1593,Conversation log
589232,ChatGPT,76,247,323,Conversation log
589245,ChatGPT,334,330,664,Conversation log
589276,ChatGPT,64,28,92,Conversation log
589293,GPT-4,1880,439,2319,Conversation log
589297,ChatGPT,1191,280,1471,Conversation log
589306,GPT-4,855,131,986,Conversation log
589324,GPT-4,1110,75,1185,Conversation log
589340,ChatGPT,0,0,0,Conversation log
589364,ChatGPT,0,0,0,Conversation log
589378,ChatGPT,901,410,1311,Conversation log
589387,ChatGPT,1946,418,2364,Conversation log
589453,GPT-4,587,40,627,Conversation log
589461,ChatGPT,0,0,0,Conversation log
589466,ChatGPT,1857,466,2323,Conversation log
589472,GPT-4,21,126,147,Conversation log
589511,GPT-4,1314,114,1428,Conversation log
589513,ChatGPT,1699,364,2063,Conversation log
589534,ChatGPT,1386,528,1914,Conversation log
589574,ChatGPT,26,436,462,Conversation log
589611,ChatGPT,1861,361,2222,Conversation log
589616,GPT-4,2353,554,2907,Conversation log
589626,ChatGPT,1619,363,1982,Conversation log
589630,GPT-4,23,157,180,Conversation log
589638,GPT-4,686,47,733,Conversation log
589650,ChatGPT,1410,770,2180,Conversation log
589652,ChatGPT,31,401,432,Conversation log
589662,ChatGPT,1769,246,2015,Conversation log
589681,ChatGPT,724,340,1064,Conversation log
589684,ChatGPT,1778,444,2222,Conversation log
589695,GPT-4,202,17,219,Conversation log
589725,GPT-4,249,129,378,Conversation log
589726,ChatGPT,399,370,769,Conversation log
589739,GPT-4,874,105,979,Conversation log
589749,ChatGPT,447,461,908,Conversation log
589754,GPT-4,394,24,418,Conversation log
589762,ChatGPT,624,306,930,Conversation log
589764,GPT-4,55,293,348,Conversation log
589784,ChatGPT,809,155,964,Conversation log
589796,GPT-4,450,249,699,Conversation log
589841,ChatGPT,1860,335,2195,Conversation log
589845,GPT-4,535,25,560,Conversation log
589851,ChatGPT,1278,1125,2403,Conversation log
589857,GPT-4,390,280,670,Conversation log
589861,ChatGPT,1978,586,2564,Conversation log
589873,GPT-4,546,125,671,Conversation log
589897,ChatGPT,1743,169,1912,Conversation log
589973,ChatGPT,1646,345,1991,Conversation log
589978,ChatGPT,0,0,0,Conversation log
589986,ChatGPT,732,309,1041,Conversation log
589986,ChatGPT,1956,672,2628,Conversation log
590015,GPT-4,20,384,404,Conversation log
590015,ChatGPT,487,630,1117,Conversation log
590084,ChatGPT,931,524,1455,Conversation log
590133,GPT-4,908,74,982,Conversation log
590134,GPT-4,1137,420,1557,Conversation log
590143,ChatGPT,41,439,480,Conversation log
590168,GPT-4,1547,446,1993,Conversation log
590177,ChatGPT,48,138,186,Conversation log
590215,ChatGPT,16,479,495,Conversation log
590223,ChatGPT,343,245,588,Conversation log
590258,GPT-4,863,57,920,Conversation log
590327,GPT-4,721,48,769,Conversation log
590330,ChatGPT,1034,383,1417,Conversation log
590353,ChatGPT,800,90,890,Conversation log
590365,ChatGPT,620,230,850,Conversation log
590365,ChatGPT,303,196,499,Conversation log
590390,GPT-4,35,113,148,Conversation log
590411,GPT-4,422,199,621,Conversation log
590418,GPT-4,179,147,326,Conversation log
590442,ChatGPT,800,132,932,Conversation log
590471,ChatGPT,1102,199,1301,Conversation log
590488,ChatGPT,1317,234,1551,Conversation log
590493,ChatGPT,513,259,772,Conversation log
590519,ChatGPT,0,0,0,Conversation log
590543,GPT-4,889,10,899,Conversation log
590547,GPT-4,670,107,777,Conversation log
590548,ChatGPT,1581,122,1703,Conversation log
590572,ChatGPT,1225,138,1363,Conversation log
590604,ChatGPT,0,0,0,Conversation log
590620,ChatGPT,211,551,762,Conversation log
590627,ChatGPT,45,458,503,Conversation log
590734,GPT-4,1122,689,1811,Conversation log
590841,ChatGPT,597,142,739,Conversation log
590857,ChatGPT,1139,373,1512,Conversation log
590900,ChatGPT,45,416,461,Conversation log
590908,GPT-4,597,118,715,Conversation log
590914,GPT-4,18,32,50,Conversation log
590931,ChatGPT,0,0,0,Conversation log
590937,ChatGPT,1625,553,2178,Conversation log
590988,ChatGPT,772,66,838,Conversation log
590994,ChatGPT,90,69,159,Conversation log
590999,GPT-4,1563,436,1999,Conversation log
590999,GPT-4,72,719,791,Conversation log
591017,ChatGPT,178,83,261,Conversation log
591038,ChatGPT,352,93,445,Conversation log
591038,ChatGPT,154,206,360,Conversation log
591050,ChatGPT,906,309,1215,Conversation log
591062,ChatGPT,34,295,329,Conversation log
591084,GPT-4,33,384,417,Conversation log
591101,ChatGPT,1829,704,2533,Conversation log
591118,GPT-4,185,358,543,Conversation log
591139,GPT-4,37,54,91,Conversation log
591160,ChatGPT,0,0,0,Conversation log
591165,ChatGPT,0,0,0,Conversation log
591166,ChatGPT,28,351,379,Conversation log
591173,ChatGPT,1903,510,2413,Conversation log
591209,GPT-4,825,427,1252,Conversation log
591229,GPT-4,1993,488,2481,Conversation log
591236,GPT-4,131,56,187,Conversation log
591253,ChatGPT,39,28,67,Conversation log
591274,ChatGPT,25,217,242,Conversation log
591277,ChatGPT,881,132,1013,Conversation log
591300,ChatGPT,1824,953,2777,Conversation log
591317,GPT-4,58,185,243,Conversation log
591345,GPT-4,41,244,285,Conversation log
591353,ChatGPT,1609,340,1949,Conversation log
591366,GPT-4,433,150,583,Conversation log
591413,ChatGPT,766,224,990,Conversation log
591431,GPT-4,0,0,0,Conversation log
591439,ChatGPT,0,0,0,Conversation log
591446,GPT-4,574,227,801,Conversation log
591455,GPT-4,23,455,478,Conversation log
591462,ChatGPT,951,310,1261,Conversation log
591500,GPT-4,3992,815,4807,Conversation log
591500,ChatGPT,120,45,165,Conversation log
591510,ChatGPT,186,264,450,Conversation log
591550,GPT-4,497,83,580,Conversation log
591586,GPT-4,0,0,0,Conversation log
591601,ChatGPT,883,373,1256,Conversation log
591616,ChatGPT,1281,335,1616,Conversation log
591626,GPT-4,267,330,597,Conversation log
591629,GPT-4,822,264,1086,Conversation log
591665,ChatGPT,382,390,772,Conversation log
591666,ChatGPT,1717,616,2333,Conversation log
591714,ChatGPT,35,132,167,Conversation log
591732,GPT-4,663,220,883,Conversation log
591735,ChatGPT,198,146,344,Conversation log
591755,GPT-4,0,0,0,Conversation log
591761,ChatGPT,1129,301,1430,Conversation log
591771,ChatGPT,18,263,281,Conversation log
591775,GPT-4,194,347,541,Conversation log
591784,ChatGPT,375,154,529,Conversation log
591838,GPT-4,3262,1106,4368,Conversation log
591848,ChatGPT,29,158,187,Conversation log
591848,ChatGPT,997,309,1306,Conversation log
591963,ChatGPT,40,26,66,Conversation log
591977,GPT-4,561,240,801,Conversation log
591986,ChatGPT,95,53,148,Conversation log
591990,ChatGPT,217,146,363,Conversation log
592038,GPT-4,24,74,98,Conversation log
592061,GPT-4,120,155,275,Conversation log
592106,GPT-4,295,188,483,Conversation log
592150,GPT-4,0,0,0,Conversation log
592160,GPT-4,152,461,613,Conversation log
592168,ChatGPT,575,195,770,Conversation log
592187,ChatGPT,1636,359,1995,Conversation log
592193,ChatGPT,0,0,0,Conversation log
592215,GPT-4,0,0,0,Conversation log
592224,ChatGPT,153,194,347,Conversation log
592234,ChatGPT,137,196,333,Conversation log
592247,GPT-4,61,543,604,Conversation log
592281,GPT-4,0,0,0,Conversation log
592283,GPT-4,29,364,393,Conversation log
592289,ChatGPT,36,27,63,Conversation log
592412,GPT-4,0,0,0,Conversation log
592431,ChatGPT,0,0,0,Conversation log
592434,ChatGPT,657,582,1239,Conversation log
592442,GPT-4,743,467,1210,Conversation log
592468,ChatGPT,0,0,0,Conversation log
592481,GPT-4,95,93,188,Conversation log
592489,ChatGPT,784,411,1195,Conversation log
592500,ChatGPT,211,249,460,Conversation log
592510,ChatGPT,16,76,92,Conversation log
592526,ChatGPT,250,86,336,Conversation log
592541,ChatGPT,674,356,1030,Conversation log
592603,GPT-4,205,583,788,Conversation log
592661,ChatGPT,32,27,59,Conversation log
592672,ChatGPT,71,38,109,Conversation log
592697,ChatGPT,48,255,303,Conversation log
592740,GPT-4,920,735,1655,Conversation log
592740,ChatGPT,322,175,497,Conversation log
592748,GPT-4,653,107,760,Conversation log
592753,ChatGPT,393,47,440,Conversation log
592760,ChatGPT,172,15,187,Conversation log
592799,GPT-4,757,110,867,Conversation log
592828,ChatGPT,16,189,205,Conversation log
592835,GPT-4,890,49,939,Conversation log
592837,GPT-4,0,0,0,Conversation log
592889,ChatGPT,1289,188,1477,Conversation log
592897,GPT-4,527,94,621,Conversation log
592905,GPT-4,50,191,241,Conversation log
592930,GPT-4,264,153,417,Conversation log
592934,GPT-4,1880,789,2669,Conversation log
592946,GPT-4,600,152,752,Conversation log
592966,ChatGPT,1184,238,1422,Conversation log
593000,ChatGPT,25,345,370,Conversation log
593030,ChatGPT,382,203,585,Conversation log
593042,ChatGPT,0,0,0,Conversation log
593082,GPT-4,486,212,698,Conversation log
593085,ChatGPT,1038,510,1548,Conversation log
593094,ChatGPT,216,83,299,Conversation log
593108,ChatGPT,0,0,0,Conversation log
593142,GPT-4,1531,508,2039,Conversation log
593150,ChatGPT,0,0,0,Conversation log
593176,ChatGPT,803,26,829,Conversation log
593206,ChatGPT,1651,360,2011,Conversation log
593314,ChatGPT,27,317,344,Conversation log
593320,GPT-4,2064,565,2629,Conversation log
593334,ChatGPT,361,927,1288,Conversation log
593544,GPT-4,2126,190,2316,Conversation log
593558,GPT-4,22,234,256,Conversation log
593630,ChatGPT,0,0,0,Conversation log
593638,ChatGPT,530,75,605,Conversation log
593641,ChatGPT,135,206,341,Conversation log
593650,ChatGPT,16,141,157,Conversation log
593656,ChatGPT,16,181,197,Conversation log
593668,GPT-4,1783,210,1993,Conversation log
593679,ChatGPT,192,119,311,Conversation log
593683,GPT-4,0,0,0,Conversation log
593699,GPT-4,9,9,18,Conversation log
593704,ChatGPT,350,190,540,Conversation log
593729,ChatGPT,27,403,430,Conversation log
593749,GPT-4,109,96,205,Conversation log
593765,GPT-4,0,0,0,Conversation log
593765,ChatGPT,634,88,722,Conversation log
593777,GPT-4,81,69,150,Conversation log
593807,ChatGPT,724,81,805,Conversation log
593839,GPT-4,233,125,358,Conversation log
593857,ChatGPT,25,9,34,Conversation log
593930,ChatGPT,681,36,717,Conversation log
594012,ChatGPT,164,673,837,Conversation log
594081,ChatGPT,198,272,470,Conversation log
594095,ChatGPT,659,305,964,Conversation log
594133,GPT-4,236,137,373,Conversation log
594141,ChatGPT,809,189,998,Conversation log
594262,ChatGPT,0,0,0,Conversation log
594270,ChatGPT,0,0,0,Conversation log
594282,ChatGPT,1574,137,1711,Conversation log
594292,ChatGPT,1009,186,1195,Conversation log
594406,GPT-4,0,0,0,Conversation log
594407,GPT-4,952,619,1571,Conversation log
594414,GPT-4,0,0,0,Conversation log
594446,ChatGPT,129,120,249,Conversation log
594464,ChatGPT,0,0,0,Conversation log
594468,ChatGPT,176,142,318,Conversation log
594472,ChatGPT,0,0,0,Conversation log
594480,ChatGPT,0,0,0,Conversation log
594508,ChatGPT,42,302,344,Conversation log
594516,ChatGPT,0,0,0,Conversation log
594549,ChatGPT,26,342,368,Conversation log
594559,ChatGPT,799,385,1184,Conversation log
594578,GPT-4,1615,605,2220,Conversation log
594590,ChatGPT,524,713,1237,Conversation log
594610,GPT-4,93,449,542,Conversation log
594613,ChatGPT,369,334,703,Conversation log
594632,ChatGPT,1640,339,1979,Conversation log
594656,ChatGPT,1741,542,2283,Conversation log
594690,ChatGPT,21,37,58,Conversation log
594712,ChatGPT,80,30,110,Conversation log
594755,ChatGPT,92,346,438,Conversation log
594756,GPT-4,24,144,168,Conversation log
594775,GPT-4,2258,566,2824,Conversation log
594798,GPT-4,206,206,412,Conversation log
594820,ChatGPT,388,289,677,Conversation log
594834,GPT-4,2782,646,3428,Conversation log
594834,ChatGPT,1820,297,2117,Conversation log
594853,GPT-4,368,175,543,Conversation log
594861,ChatGPT,693,400,1093,Conversation log
594863,ChatGPT,541,333,874,Conversation log
594870,GPT-4,45,84,129,Conversation log
594894,ChatGPT,18,386,404,Conversation log
594902,GPT-4,2716,536,3252,Conversation log
594924,ChatGPT,1113,282,1395,Conversation log
594935,GPT-4,370,169,539,Conversation log
594955,GPT-4,197,141,338,Conversation log
594961,ChatGPT,1415,478,1893,Conversation log
594963,GPT-4,2559,556,3115,Conversation log
594971,ChatGPT,410,574,984,Conversation log
594975,ChatGPT,911,495,1406,Conversation log
595006,ChatGPT,1931,480,2411,Conversation log
595044,ChatGPT,14,547,561,Conversation log
595056,ChatGPT,1546,420,1966,Conversation log
595146,ChatGPT,266,210,476,Conversation log
595149,ChatGPT,724,35,759,Conversation log
595160,ChatGPT,1445,350,1795,Conversation log
595165,ChatGPT,13,254,267,Conversation log
595172,GPT-4,379,27,406,Conversation log
595173,ChatGPT,584,346,930,Conversation log
595190,ChatGPT,1673,286,1959,Conversation log
595193,ChatGPT,27,158,185,Conversation log
595199,GPT-4,551,133,684,Conversation log
595222,ChatGPT,955,985,1940,Conversation log
595237,ChatGPT,1528,437,1965,Conversation log
595254,ChatGPT,568,570,1138,Conversation log
595268,ChatGPT,220,96,316,Conversation log
595364,ChatGPT,1693,328,2021,Conversation log
595373,ChatGPT,38,96,134,Conversation log
595397,ChatGPT,1606,265,1871,Conversation log
595418,ChatGPT,542,188,730,Conversation log
595438,ChatGPT,16,463,479,Conversation log
595465,ChatGPT,1974,391,2365,Conversation log
595518,GPT-4,960,523,1483,Conversation log
595526,GPT-4,763,65,828,Conversation log
595551,ChatGPT,1890,332,2222,Conversation log
595577,GPT-4,261,392,653,Conversation log
595585,ChatGPT,68,291,359,Conversation log
595644,ChatGPT,883,122,1005,Conversation log
595652,GPT-4,923,76,999,Conversation log
595686,ChatGPT,392,291,683,Conversation log
595717,ChatGPT,1644,313,1957,Conversation log
595746,GPT-4,59,330,389,Conversation log
595777,ChatGPT,1021,191,1212,Conversation log
595804,GPT-4,412,231,643,Conversation log
595850,GPT-4,618,70,688,Conversation log
595878,ChatGPT,29,426,455,Conversation log
595896,GPT-4,940,915,1855,Conversation log
595908,ChatGPT,0,0,0,Conversation log
595911,ChatGPT,1529,429,1958,Conversation log
595947,GPT-4,1882,38,1920,Conversation log
595954,GPT-4,2002,137,2139,Conversation log
595961,GPT-4,744,42,786,Conversation log
595968,GPT-4,21,240,261,Conversation log
595973,ChatGPT,654,128,782,Conversation log
595979,ChatGPT,1998,1021,3019,Conversation log
595979,GPT-4,209,173,382,Conversation log
595990,ChatGPT,16,510,526,Conversation log
595991,GPT-4,858,61,919,Conversation log
596001,ChatGPT,66,46,112,Conversation log
596011,GPT-4,790,118,908,Conversation log
596031,ChatGPT,0,0,0,Conversation log
596043,ChatGPT,10,58,68,Conversation log
596060,ChatGPT,458,151,609,Conversation log
596084,GPT-4,12,88,100,Conversation log
596092,GPT-4,949,131,1080,Conversation log
596092,GPT-4,857,68,925,Conversation log
596097,GPT-4,112,44,156,Conversation log
596135,GPT-4,169,97,266,Conversation log
596145,GPT-4,275,56,331,Conversation log
596170,GPT-4,351,151,502,Conversation log
596171,ChatGPT,134,184,318,Conversation log
596188,GPT-4,1217,138,1355,Conversation log
596206,ChatGPT,313,110,423,Conversation log
596291,GPT-4,32,89,121,Conversation log
596333,GPT-4,792,104,896,Conversation log
596404,ChatGPT,1912,601,2513,Conversation log
596412,ChatGPT,36,535,571,Conversation log
596438,ChatGPT,0,0,0,Conversation log
596443,GPT-4,28,358,386,Conversation log
596453,ChatGPT,0,0,0,Conversation log
596482,ChatGPT,1498,609,2107,Conversation log
596539,ChatGPT,144,80,224,Conversation log
596550,ChatGPT,0,0,0,Conversation log
596551,GPT-4,626,58,684,Conversation log
596563,ChatGPT,391,219,610,Conversation log
596635,ChatGPT,115,728,843,Conversation log
596645,GPT-4,1122,80,1202,Conversation log
596678,GPT-4,651,88,739,Conversation log
596723,ChatGPT,696,293,989,Conversation log
596727,GPT-4,706,61,767,Conversation log
596768,ChatGPT,543,551,1094,Conversation log
596783,ChatGPT,1435,558,1993,Conversation log
596824,GPT-4,71,254,325,Conversation log
596828,GPT-4,39,337,376,Conversation log
596895,GPT-4,109,581,690,Conversation log
596975,GPT-4,1062,40,1102,Conversation log
596994,GPT-4,762,69,831,Conversation log
597006,GPT-4,393,212,605,Conversation log
597010,ChatGPT,766,255,1021,Conversation log
597011,GPT-4,22,216,238,Conversation log
597014,GPT-4,101,54,155,Conversation log
597030,GPT-4,337,124,461,Conversation log
597053,ChatGPT,1037,95,1132,Conversation log
597056,ChatGPT,1682,633,2315,Conversation log
597077,GPT-4,239,66,305,Conversation log
597099,GPT-4,671,26,697,Conversation log
597104,GPT-4,0,0,0,Conversation log
597127,GPT-4,227,183,410,Conversation log
597158,GPT-4,398,76,474,Conversation log
597164,ChatGPT,355,107,462,Conversation log
597165,ChatGPT,1153,216,1369,Conversation log
597186,ChatGPT,63,557,620,Conversation log
597218,ChatGPT,814,164,978,Conversation log
597230,ChatGPT,0,0,0,Conversation log
597234,ChatGPT,1043,877,1920,Conversation log
597247,ChatGPT,17,218,235,Conversation log
597278,ChatGPT,2027,719,2746,Conversation log
597343,GPT-4,764,677,1441,Conversation log
597358,GPT-4,934,108,1042,Conversation log
597385,GPT-4,496,135,631,Conversation log
597390,ChatGPT,1390,348,1738,Conversation log
597409,ChatGPT,114,370,484,Conversation log
597437,GPT-4,700,190,890,Conversation log
597454,ChatGPT,252,215,467,Conversation log
597455,GPT-4,86,347,433,Conversation log
597473,ChatGPT,483,78,561,Conversation log
597480,ChatGPT,169,80,249,Conversation log
597490,ChatGPT,0,0,0,Conversation log
597498,ChatGPT,0,0,0,Conversation log
597501,ChatGPT,211,318,529,Conversation log
597502,ChatGPT,0,0,0,Conversation log
597511,ChatGPT,49,178,227,Conversation log
597517,ChatGPT,0,0,0,Conversation log
597527,ChatGPT,1173,289,1462,Conversation log
597529,GPT-4,187,312,499,Conversation log
597553,ChatGPT,43,3,46,Conversation log
597584,ChatGPT,120,7,127,Conversation log
597592,ChatGPT,0,0,0,Conversation log
597602,ChatGPT,163,4,167,Conversation log
597603,ChatGPT,1951,620,2571,Conversation log
597636,GPT-4,667,291,958,Conversation log
597642,ChatGPT,1984,60,2044,Conversation log
597658,ChatGPT,0,0,0,Conversation log
597666,ChatGPT,1556,355,1911,Conversation log
597686,ChatGPT,1023,407,1430,Conversation log
